Industry type,Industry,ERA species ID,CAAB code,Scientific_name,Common_name,IUCN system,Number,subspecies,EPBC status,Seabird,Migratory listed,Marine listed,Cetacean listed,Bioregional_conservation_status,Type,Report_Table_Num,F Overall Risk,F Overall Risk table reference,Tentative final risk score,Tentative final risk score table reference,Risk Score,Potential_Impact,Potential_Impact_Significance,Consequence Score (1-6),Notes,EIA assessment,"Bookmark name in Tess' ""BASS STRAIT"" folder",Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,980,37282009,Lissocampus runa,Javelin Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,946,37282010,Hippocampus abdominalis,Bigbelly seahorse,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,953,37282011,Histiogamphelus briggsii,"Briggs' Crested Pipefish, Briggs' Pipefish",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,961,37282012,Hypselognathus rostratus,Knife-snouted Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,978,37282013,Leptoichthys fistularius,Brushtail Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,966,37282014,Kaupus costatus,Deep-bodied Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,995,37282015,Mitotichthys semistriatus,Half-banded Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,979,37282016,Lissocampus caudalis,"Australian Smooth Pipefish, Smooth Pipefish",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1026,37282017,Stigmatopora argus,Spotted Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1027,37282018,Stigmatopora nigra,"Wide-bodied Pipefish, Black Pipefish",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1028,37282100,Syngnathoides biaculeatus,Ring-backed Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1061,37282021,Pugnaso curtirostris,Pugnose pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,994,37282022,Mitotichthys mollisoni,Mollison's Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1094,37282023,Vanacampus phillipi,Port Phillip Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1095,37282024,Vanacampus poecilolaemus,"Australian Long-snout Pipefish, Long-snouted Pipefish",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,996,37282025,Mitotichthys tuckeri,Tucker's Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,947,37282026,Hippocampus breviceps,"Short-head Seahorse, Short- snouted Seaho",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,952,37282027,Hippocampus whitei,white's seahorse,Marine,,,Endangered,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1073,37282029,Solegnathus spinosissimus,spiny pipehorse,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,938,37282030,Halicampus grayi,"Mud Pipefish, Gray's Pipefish",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,949,37282033,Hippocampus kuda,"Spotted Seahorse, Yellow Seahorse",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,105,37282034,Acentronura australe,Southern pygmy pipehorse,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,114,37282035,Acentronura tentaculata,Hairy Pygmy Pipehorse,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,287,37282039,Campichthys galei,Gale's Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,288,37282041,Campichthys tryoni,Tryon's Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,389,37282046,Choeroichthys suillus,Pig-snouted Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,563,37282047,Corythoichthys amplexus,"Fijian Banded Pipefish, Brown-Banded Pipefish",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,578,37282050,Corythoichthys ocellatus,"Orange-spotted Pipefish, Ocellated Pipefish",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,401,37282053,Cosmocampus banneri,Roughridge Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,580,37282055,Cosmocampus howensis,Lord Howe Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,569,37282058,Doryrhamphus excisus,Bluestripe Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,904,37282061,Festucalex cinctus,Girdled Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,321,37282063,Festucalex scalaris,Ladder Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,914,37282064,Filicampus tigris,Tiger Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,54,37282065,Halicampus brocki,Brock's Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,1592,37282067,Halicampus macrorhynchus,[a pipefish],Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,942,37282071,Heraldia nocturna,Upside-down Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,943,37282072,Hippichthys cyanospilos,Blue-speckled/Blue- spotted Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,944,37282073,Hippichthys heptagonus,Madura Pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,945,37282075,Hippichthys penicillus,"Beady Pipefish, Steep-nosed Pipefish",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,951,37282078,Hippocampus planifrons,Flat-face Seahorse,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,954,37282081,Histiogamphelus cristatus,"Rhino Pipefish, Macleay's Crested Pipefish",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
Fishing,Midwater Trawel Sub-Fishery of the Small Pelagic Fishery,960,37282082,Hypselognathus horridus,"Shaggy Pipefish, Prickly Pipefish",Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,2.2.2 Unit of Analysis Step 2 TEP species,Page 22,,,,,,,,,,https://www.afma.gov.au/sites/default/files/2023-02/Ecological%20Risk%20Assessment%20for%20the%20Small%20Pelagic%20Fishery%20Midwater%20Trawl%20Sector%202007.pdf,Not seabird,Not seabird,Not seabird
