Industry type,Industry,ERA species ID,CAAB code,Scientific_name,Common_name,IUCN system,Number,subspecies,EPBC status,Seabird,Migratory listed,Marine listed,Cetacean listed,Bioregional_conservation_status,Type,Report_Table_Num,F Overall Risk,F Overall Risk table reference,Tentative final risk score,Tentative final risk score table reference,Risk Score,Potential_Impact,Potential_Impact_Significance,Consequence Score (1-6),Notes,EIA assessment,"Bookmark name in Tess' ""BASS STRAIT"" folder",Not seabird,Not seabird
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Syngnathoides biaculeatus,Double-end pipehorse,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.5 EPBC Act-Listed fish that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Urocampus carinirostris,Hairy pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.5 EPBC Act-Listed fish that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Vanacampus margaritifer,Mother-of-pearl pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.5 EPBC Act-Listed fish that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Vanacampus phillipi,Port Phillip pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.5 EPBC Act-Listed fish that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Vanacampus poecilolaemus,Longsnout pipefish,Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.5 EPBC Act-Listed fish that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Balaenoptera acutorostrata,Minke whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Balaenoptera bonaerensis,Antarctic minke whale,Marine,,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Balaenoptera borealis,Sei whale,Marine,,,Vulnerable,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Balaenoptera edeni,Bryde's Whale,Marine,,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Balaenoptera musculus,Pygmy blue whale,Marine,,,Endangered,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Balaenoptera physalus,Fin whale,Marine,,,Vulnerable,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Berardius arnuxii,Arnoux's Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Caperea marginata,Pygmy right whale,Marine,,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Eubalaena australis,Southern right whale,Marine,,,Endangered,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Globicephala macrorhynchus,Short-finned pilot whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Globicephala melas,Long-finned pilot whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Hyperoodon planifrons,Southern bottlenose whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Kogia breviceps,Pygmy sperm whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Kogia sima,Dwarf Sperm Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Megaptera novaeangliae,Humpback whale,Marine,,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Mesoplodon bowdoini,Andrew's Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Mesoplodon densirostris,Blainville's Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Mesoplodon grayi,Gray's Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Mesoplodon hectori,Hector's Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Mesoplodon layardii,Strap-toothed beaked whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Mesoplodon mirus,True's Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Physeter macrocephalus,Sperm Whale,Marine,,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Tasmacetus shepherdi,Shepherd?s beaked whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Ziphius cavirostris,Cuvier's Beaked Whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Delphinus delphis,Common dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Grampus griseus,Risso's Dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Lagenorhynchus obscurus,Dusky dolphin,Marine,,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Lissodelphis peronii,Southern right whale dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Orcinus orca,Killer whale,Marine,,,Listed,Not seabird,Listed,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Pseudorca crassidens,False killer whale,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Tursiops aduncus,Indian Ocean bottlenose dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Tursiops truncatus s. str.,Bottlenose Dolphin,Marine,,,Listed,Not seabird,Not Listed for Migratory,Not Listed for Marine,Cetacean,,Table 4.6 EPBC Act-Listed cetaceans that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Arctocephalus forsteri,New Zealand fur seal,Terrestrial/Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed pinnipeds that may occur in the Project area and  EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Arctocephalus pusillus,Australian Fur Seal,Terrestrial/Marine,,,Listed,Not seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.7 EPBC Act-Listed pinnipeds that may occur in the Project area and  EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Diomedea antipodensis,Antipodean albatross,Terrestrial/Marine,,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.8 EPBC Act-Listed bird species that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Diomedea antipodensis gibsoni,Gibson's albatross,Terrestrial/Marine,,,Vulnerable,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.8 EPBC Act-Listed bird species that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Diomedea epomophora,Southern royal albatross,Terrestrial/Marine,,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.8 EPBC Act-Listed bird species that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Diomedea exulans,Wandering albatross,Terrestrial/Marine,,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.8 EPBC Act-Listed bird species that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Diomedea sanfordi,Northern royal albatross,Terrestrial/Marine,,,Endangered,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.8 EPBC Act-Listed bird species that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Phoebetria fusca,Sooty albatross,Terrestrial/Marine,,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.8 EPBC Act-Listed bird species that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Thalassarche bulleri,Buller's albatross,Terrestrial/Marine,,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.8 EPBC Act-Listed bird species that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Thalassarche bulleri platei,Northern buller's albatross,Terrestrial/Marine,,,Vulnerable,Seabird,Not Listed for Migratory,Listed,Not Listed for Cetacean,,Table 4.8 EPBC Act-Listed bird species that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Thalassarche carteri,Indian yellow-nosed albatross,Terrestrial/Marine,,,Vulnerable,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.8 EPBC Act-Listed bird species that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Thalassarche cauta,Shy albatross,Terrestrial/Marine,,,Endangered,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.8 EPBC Act-Listed bird species that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
Oil/Gas,Gbenergy: Golden Beach Offshore Drilling ,,,Thalassarche chrysostoma,Grey-headed albatross,Terrestrial/Marine,,,Endangered,Seabird,Listed,Listed,Not Listed for Cetacean,,Table 4.8 EPBC Act-Listed bird species that may occur in the Project area and EMBA,,,,,,,,,,,https://resources.vic.gov.au/__data/assets/pdf_file/0008/954332/GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,GB-Energy-Golden-Beach-2-Offshore-Appraisal-Drilling-Environment-Plan-Summary.pdf,,
