"","Industry","Name","IUCN.system","EPBC.status","Seabird","IUCN.system2"
"788","Cumulative","Heraldia Nocturna","Marine","Listed","Not seabird","Marine"
"789","Cumulative","Hippocampus Abdominalis","Marine","Listed","Not seabird","Marine"
"790","Cumulative","Hippocampus Breviceps","Marine","Listed","Not seabird","Marine"
"791","Cumulative","Histiogamphelus Briggsii","Marine","Listed","Not seabird","Marine"
"792","Cumulative","Histiogamphelus Cristatus","Marine","Listed","Not seabird","Marine"
"793","Cumulative","Kaupus Costatus","Marine","Listed","Not seabird","Marine"
"794","Cumulative","Leptoichthys Fistularius","Marine","Listed","Not seabird","Marine"
"795","Cumulative","Lissocampus Caudalis","Marine","Listed","Not seabird","Marine"
"796","Cumulative","Lissocampus Runa","Marine","Listed","Not seabird","Marine"
"797","Cumulative","Maroubra Perserrata","Marine","Listed","Not seabird","Marine"
"798","Cumulative","Mitotichthys Tuckeri","Marine","Listed","Not seabird","Marine"
"799","Cumulative","Notiocampus Ruber","Marine","Listed","Not seabird","Marine"
"800","Cumulative","Phycodurus Eques","Marine","Listed","Not seabird","Marine"
"801","Cumulative","Phyllopteryx Taeniolatus","Marine","Listed","Not seabird","Marine"
"802","Cumulative","Pugnaso Curtirostris","Marine","Listed","Not seabird","Marine"
"803","Cumulative","Solegnathus Robustus","Marine","Listed","Not seabird","Marine"
"804","Cumulative","Solegnathus Spinosissimus","Marine","Listed","Not seabird","Marine"
"805","Cumulative","Stigmatopora Argus","Marine","Listed","Not seabird","Marine"
"806","Cumulative","Stigmatopora Nigra","Marine","Listed","Not seabird","Marine"
"807","Cumulative","Stipecampus Cristatus","Marine","Listed","Not seabird","Marine"
"808","Cumulative","Urocampus Carinirostris","Marine","Listed","Not seabird","Marine"
"809","Cumulative","Vanacampus Margaritifer","Marine","Listed","Not seabird","Marine"
"810","Cumulative","Vanacampus Phillipi","Marine","Listed","Not seabird","Marine"
"811","Cumulative","Vanacampus Poecilolaemus","Marine","Listed","Not seabird","Marine"
"812","Cumulative","Limicola Falcinellus","Terrestrial/Freshwater","Listed","Not seabird","Mixed"
"813","Cumulative","Oceanites Oceanicus","Terrestrial/Marine","Listed","Seabird","Mixed"
"814","Cumulative","Procellaria Cinerea","Terrestrial/Marine","Listed","Seabird","Mixed"
"815","Cumulative","Stercorarius Parasiticus","Terrestrial/Marine","Listed","Seabird","Mixed"
"816","Cumulative","Bulweria Bulwerii","Marine","Listed","Seabird","Marine"
"817","Cumulative","Procellaria Aequinoctialis","Terrestrial/Marine","Listed","Seabird","Mixed"
"818","Cumulative","Thalassarche Eremita","Terrestrial/Marine","Endangered","Seabird","Mixed"
"819","Cumulative","Thalassarche Bulleri Platei","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"820","Cumulative","Fregetta Grallaria Grallaria","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"821","Cumulative","Diomedea Antipodensis Gibsoni","Terrestrial/Marine","Vulnerable","Seabird","Mixed"
"822","Cumulative","Falco Hypoleucos","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"823","Cumulative","Sternula Nereis","Terrestrial/Marine","Listed","Seabird","Mixed"
"824","Cumulative","Limosa Lapponica","Terrestrial/Freshwater","Listed","","Mixed"
"825","Cumulative","Anthochaera Phrygia","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"826","Cumulative","Potorous Longipes","Terrestrial","Endangered","Not seabird","Terrestrial"
"827","Cumulative","Mastacomys Fuscus Mordicus","Terrestrial","Endangered","Not seabird","Terrestrial"
"828","Cumulative","Heleioporus Australiacus","Terrestrial/Freshwater","Vulnerable","Not seabird","Mixed"
"829","Cumulative","Mirounga Leonina","Terrestrial/Marine","Vulnerable","Not seabird","Mixed"
"830","Cumulative","Arctocephalus Tropicalis","Marine","Endangered","Not seabird","Marine"
"831","Cumulative","Lepidium Hyssopifolium","Terrestrial","Endangered","Not seabird","Terrestrial"
"832","Cumulative","Thinornis Cucullatus Cucullatus","Freshwater/Marine","Vulnerable","Seabird","Mixed"
"833","Cumulative","Porzana Pusilla","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"834","Cumulative","Gelochelidon Nilotica","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"835","Cumulative","Ardea Intermedia","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"836","Cumulative","Argyrotegium Nitidulum","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"837","Cumulative","Eucalyptus Alligatrix Subsp. Limaensis","Terrestrial","Endangered","Not seabird","Terrestrial"
"838","Cumulative","Grevillea Celata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"839","Cumulative","Grevillea Infecunda","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"840","Cumulative","Hibbertia Humifusa Subsp. Debilis","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"841","Cumulative","Leucochrysum Albicans Subsp. Tricolor","Terrestrial","Endangered","Not seabird","Terrestrial"
"842","Cumulative","Pimelea Spinescens Subsp. Pubiflora","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"843","Cumulative","Pimelea Spinescens Subsp. Spinescens","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"844","Cumulative","Pterostylis Cucullata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"845","Cumulative","Rutidosis Leptorhynchoides","Terrestrial","Endangered","Not seabird","Terrestrial"
"846","Cumulative","Pachyptila Turtur","Terrestrial/Marine","Listed","Seabird","Mixed"
"847","Cumulative","Synemon Plana","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"848","Cumulative","Haloragis Exalata Subsp. Exalata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"849","Cumulative","Senecio Macrocarpus","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"850","Cumulative","Stercorarius Pomarinus","Terrestrial/Marine","Listed","Seabird","Mixed"
"851","Cumulative","Ardea Alba","Terrestrial/Freshwater/Marine","Listed","Seabird","Mixed"
"852","Cumulative","Leipoa Ocellata","Terrestrial","Vulnerable","Not seabird","Terrestrial"
"853","Cumulative","Pedionomus Torquatus","Terrestrial","Critically Endangered","Not seabird","Terrestrial"
"854","Cumulative","Pezoporus Occidentalis","Terrestrial","Endangered","Not seabird","Terrestrial"
"855","Cumulative","Balaenoptera Edeni","Marine","Listed","Not seabird","Marine"
"856","Cumulative","Pseudomys Fumeus","Terrestrial","Endangered","Not seabird","Terrestrial"
"857","Cumulative","Delma Impar","Terrestrial","Vulnerable","Not seabird","Terrestrial"
